Producto,Descripcion,Categoria,Response
"Soporte para pantallas de 14"" a 42"", ultradelgado","Para pantallas de 14 a 42 pulgadas, Dale un toque de elegancia y modernidad a tus espacios con este soporte, pues tu pantalla lucirá como un cuadro o una pintura en la pared.",Soporte TV,"El Soporte para Pantalla Steren es una excelente opción para agregar un toque de modernidad y elegancia a cualquier espacio. Su diseño ultradelgado es ideal para pantallas de 14 a 42 pulgadas, con una base para TV que permite una instalación simple y un brazo para TV que le da un acabado profesional. La instalación de Simplo es rápida y fácil, lo que permite que tu pantalla luzca como un cuadro o una pintura en la pared. El soporte es resistente, con una capacidad de carga de hasta 40kg, para que tu pantalla quede segura y estable. Además, la altura es ajustable para que la imagen se vea desde cualquier ángulo. El Soporte para Pantalla Steren es una excelente opción para llevar tu espacio al siguiente nivel."
"Cable Ethernet STP CAT 8, 40 Gbps, de 10 m, plano","Explota la máxima velocidad de Internet con este cable CAT8, Conecta tus equipos con este cable de red y explota la máxima velocidad de Internet, con una conexión segura y confiable. Aprovéchalo en aplicaciones de alta demanda como streaming, gaming, servidores, entre otros.",Otros,[]
Cable USB a USB C de 1 m,"Recarga y sincroniza tus dispositivos, Con este cable USB a USB C, recarga y sincroniza tus dispositivos.",Otros,[]
"Cable plug a plug RJ11 de 15m, para extensión telefónica","Cable telefónico con 2 conectores macho (plug) RJ11, de 4 hilos, para extensión. Mide 15 m y es de color marfil.",Otros,[]
Bocina Bluetooth* SoundBar con Bass Reflex,"Aumenta la potencia de tu celular Tablet o laptop, Aumenta la potencia de audio de tu celular, tablet o pantalla, con esta bocina tipo soundbar con tecnología Bluetooth* que te da libertad para reproducir tu música favorita sin cables.",Otros,[]
"50 grapas para cable coaxial RG59, blancas","50 grapas color blanco, para cable coaxial RG59. De 5 mm de ancho, con clavo de 3/4 de pulgada (1,8 cm), para concreto.",Otros,[]
"Convertidor de audio digital (USB) a analógico/digital (AUX, Coaxial o Toslink)","Conecta tu PC o laptop a equipos de audio convencionales o sofisticados, y obtén mayor intensidad y calidad de sonido., Con este convertidor (DAC), conecta tu computadora a equipos de audio convencionales o sofisticados, y obtén mayor intensidad y calidad de sonido.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal 8","Modulador fijo de Audio/Video para el canal 8, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
Adaptador VGA a HDMI con Audio USB,"Haz que la pantalla de tu laptop o PC se haga más grande, con este adaptador transforma VGA a señal HDMI y disfruta películas, imágenes o videos en alta definición., ¡Trabaja con un monitor adicional, en modo espejo o escritorio extendido!",Otros,[]
Serie LED multicolor RGB de 2 m con módulo para pilas y control remoto,"¡Dale un toque decorativo a ese espacio especial!, ¡Dale un toque decorativo y multicolor a ese espacio especial!",Otros,[]
Alarma o timbre con sensor de movimiento,"2 funciones: alarma constante o aviso tipo timbre, Este sensor de movimiento con bocina cuenta con 2 funciones: alarma constante y aviso tipo timbre.",Otros,[]
"Cable USB a Lightning, de 1,2 m, con forro de mezclilla","Con este cable USB a Lightning, conecta tu iPhone*, iPad *o iPod *a tu computadora para sincronizar música, fotos y videos, o úsalo con un adaptador USB para recargar la pila de tu móvil.",Otros,[]
"Modulador fijo con filtro SAW, para canal P (29)","Modulador fijo de Audio/Video para el canal P (29), con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
"Cable RCA plug a 2 jacks, de 15 cm, ultradelgado","Adaptador duplex de audio, con dos conectores hembra (jack) RCA a un conector macho (plug) RCA. Su cable mide 15 cm.",Otros,[]
"Adaptador USB C a 3,5 mm y carga","¡Escucha tu música mientras recargas tu celular!, ¡Escucha tu música mientras recargas tu celular!",Otros,[]
Transformador de línea 8 W,"Haz que tus instalaciones de audio lleguen más lejos, ¡Dale potencia al sonido para que llegue más lejos! Utiliza este transformador de línea ideal para amplificadores.",Otros,[]
Audífonos USB C manos libres,"Escucha música con gran calidad de audio en tus dispositivos USB C, Escucha tu música favorita o habla por teléfono con mayor comodidad y calidad de audio, con estos audífonos de cable tipo cordón plastificado que les da gran resistencia.",Otros,[]
Detector de metales portátil para uso corporal,"Complementa tu equipo de seguridad, ¡Complementa tu equipo de seguridad con este detector de metales!",Otros,[]
"Audífonos Bluetooth con cancelación de ruido, negros","¡Haz de tu música tu propio mundo! Sonido extraordinario sin ruido exterior, ¡Disfruta tu música con un sonido realmente extraordinario!",Otros,[]
"Cámara de seguridad Wi-Fi* / Ethernet Full HD fija con reflector LED, compatible con asistentes de voz","Instala esta cámara Wi-Fi sin necesidad de cables y vigila y monitorea desde tu celular, Monitorea cualquier lugar, cómodamente desde tu celular o tablet.",Otros,[]
"Cable dúplex polarizado 16 AWG, transparente",", Cable de audio duplex polarizado, transparente, de calibre 16 AWG, útil para la conexión entre bocinas. Se vende por metro o en rollo de 100 m.",Otros,[]
"Cable multiconductor de 12 vías, 22 AWG",", Cable multiconductor con malla, mylar e hilo dren, de 12 vías, calibre 22 AWG, color gris, útil para equipos con circuitos de control, de transmisión de datos, de comunicación e instrumental medico, técnico o científico. Se vende por metro o en rollo de 305 m.",Otros,[]
"Bolsa de 100 cinchos sujetacables extra cortos, color negro","Bolsa de 100 cinchos sujetacables (TY-RAP*) de nylon color negro, de 0,25 cm de ancho x 9,6 cm de largo, con fuerza de tensión de amarre de 8 Kg. Ideal para organizar todo tipo de cables eléctricos o de uso electrónico.",Otros,[]
"Acoplador direccional tipo ""T"", de 27 dB de atenuación, con caja soldada","Acoplador direccional Digital Ready tipo ""T"", de 1 GHz, con derivación (Tap) de 27 dB y caja soldada. Tiene un rango de operación de 5 a 1000 MHz, es para uso en exteriores, diseñado para montaje en pared y cuenta con blindaje contra interferencia electromagnética (EMI) &gt;-130 dBmV.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""PP""","Modulador fijo de Audio/Video para el canal PP, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
"Amplificador de señal en línea, de 20 dB, 950-2150 MHz",Amplificador de señal en línea para satélite y MMDS. Se usa para compensar las pérdidas por atenuación en tendidos de cable largos.- Frecuencia de operación: 950 a 2150 MHz- Ganancia: 16-20 dB en pendiente- Entrada: 15 a 18 Vcc- Blindaje: 120 dB contra interferencias electromagneticas.,Otros,[]
"Cable dúplex polarizado 18 AWG, transparente","Cable de audio duplex polarizado, transparente, de calibre 18 AWG, útil para la conexión entre bocinas. Se vende por metro o en rollo de 100 m.",Otros,[]
"Plug 6,3 mm monoaural, reforzado, negro","Conector de audio macho (plug) de 6,3 mm, monoaural, con cuerpo reforzado, para extensión de cable de micrófono. Fabricado en metal y plástico color negro.",Otros,[]
"Pantalla inteligente con Alexa y cámara de 13 MPx (2da Gen), negra","La pantalla táctil HD de 8"", el color adaptable y las bocinas estéreo dan vida al entretenimiento. Realiza videollamadas a tu familia y amigos con una cámara de 13 MPx que utiliza el encuadre automático para mantenerte centrado.",Otros,[]
"Adaptador elite de jack 3,5 mm a plug 6,3 mm, estéreo","Plug y jack estéreo, Con este adaptador convierte un jack 6,3 mm en uno 3,5 mm.",Otros,[]
"Cable multiconductor de 8 vías, 22 AWG",", Cable multiconductor con malla, mylar e hilo dren, de 8 vías, calibre 22 AWG, color gris, útil para equipos con circuitos de control, de transmisión de datos, de comunicación e instrumental medico, técnico o científico. Se vende por metro o en rollo de 305 m.",Otros,[]
Juego de 2 bocinas de 2 vías 450 W PMPO c/u,"Su articulación en la base te permite colocarla en pared o cualquier superficie plana y orientarla hacia donde necesites, Con estas bocinas de 450 Watts PMPO sonoriza, con excelente potencia, el espacio que necesites. Su versátil base de colocación te permitirá ponerlas sobre cualquier superficie plana o colgarlas en la pared.",Otros,[]
Audífonos USB para Gamers,"¡Úsalos para video llamadas, chats o juegos en línea!, ¡Maximiza tu experiencia y adéntrate totalmente en tus videojuegos!",Otros,[]
Mini caja fuerte electrónica,"Resguarda tus valores y mantenlos totalmente seguros, Resguarda documentos y pertenencias de valor en esta mini caja fuerte o caja de seguridad.",Otros,[]
Cerradura digital Wi-Fi* de seguridad,Convierte tu casa en una Smart Home y cambia la seguridad en tus puertas,Otros,[]
Receptor de audio Bluetooth* con batería recargable,"¡Convierte cualquier equipo en Bluetooth!, Disfruta tu música, con ayuda de este receptor que te permitirá convertir cualquier bocina, autoestéreo o audífonos alámbricos en Bluetooth.",Otros,[]
Audífonos Bluetooth* FreePods Sport True Wireless,"True Wireless ¡Verdadera libertad inalámbrica!, ¡Disfruta de tu música favorita libre de cables!",Otros,[]
"Eliminador regulado de 12 Vcc, 2 A para tiras LED","Energía estable y segura para tus tiras LED y equipos delicados, Este eliminador garantiza que tus equipos reciben la energía precisa que requieren, ya que el voltaje que entrega es siempre constante, evitando que se descompongan por alimentación eléctrica deficiente, es perfecto para equipos delicados.",Otros,[]
"Manos libres Bluetooth* para casco, con contestador automático","¿Conduces una motocicleta? ¡Contesta llamadas sin distraerte!, ¿Conduces una motocicleta? ¡Contesta llamadas sin distraerte!",Otros,[]
Adaptador de video MHL a HDMI para Android,"Ve el contenido de tu celular (películas, fotos o videos) en tu pantalla, Disfruta en alta definición de todo el contenido de tu celular o tablet Android* en tu pantalla de TV.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""M""","Modulador fijo de Audio/Video para el canal M, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
10 cinchos sujetacables de velcro,"Organiza de forma fácil cables y más. Gracia a que son de velcro podrás quitarlos y ponerlos las veces que se necesario, Los cinturones o cinchos sujetacables son ideales para agrupación en sistemas eléctricos o electrónicos, ya sean cables, tubos, mangueras o componentes.",Otros,[]
"Adaptador de plug 3,5 mm a 2 jacks 3,5 mm, estéreo","Adaptador de dos conectores hembra (jack) de 3,5 mm a conector macho (plug) de 3,5 mm, estéreo.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""EEE""","Modulador fijo de Audio/Video para el canal EEE, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
"3 focos LED vintage Wi-Fi de 4,5 W","Iluminación decorativa vintage para tus espacios de actividad o relajación, ¡Convierte tu casa en una Smart Home y ambienta sus espacios con iluminación tenue vintage!",Otros,[]
"Acoplador direccional RF tipo “T” de 9dB de atenuación, 1 GHz, con caja soldada","Acoplador direccional de alto rendimiento, para señal de radiofrecuencias de TV",Otros,[]
Tripié de mesa para micrófono,"Mini tripié de mesa para micrófono con clip de presión. Es ligero, resistente y se adapta a cualquier tipo de micrófono de mano. Su altura media es de 11 cm, la máxima de 15 cm y es de color negro.",Otros,[]
"Adaptador de 2 plugs tipo banana a 2 jacks tipo banana, rojo",Adaptador de 2 conectores hembra (jack) a 2 conectores macho (plug) tipo Phillips (banana). Fabricado en plástico color rojo.,Otros,[]
"Divisor de 3 salidas, 75 Ohms, 1 GHz, con caja soldada","Divisor-mezclador (Splitter) de alto rendimiento, de caja soldada.- Es de 3 salidas de 75 Ohms para señal de 1 GHz (TV y/o CATV) - Pérdida por inserción de 3,7 dB en una salida y 6,8 en las dos restantes- Pérdida por retorno de 30 dB- Caja soldada de aleación de zinc recubierta de latón para protegerla contra la corrosión- Blindaje superior contra la interferencia electromagnética (EMI) &gt;-130 dB.",Otros,[]
"Modulador fijo con filtro SAW, para canal L (25)","Modulador fijo de Audio/Video para el canal L (25), con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
"Bocina inteligente ECHO DOT 5ta Gen con Alexa*, negra","Disfruta de una experiencia de audio superior a los Echo Dot con Alexa anteriores, en la que obtendrás voces más nítidas, graves más profundos y sonido vibrante en cualquier habitación.",Otros,[]
Audífonos manos libres con estuche metálico y frases,"Escucha tu música favorita con estos audífonos ergonómicos los cuales poseen una lata de regalo, la cual puedes utilizar para guardarlos y evitar extraviarlos.",Otros,[]
Cable USB a USB C de 2 m,"Recarga y sincroniza tus dispositivos, Con este cable USB a USB C, recarga y sincroniza tus dispositivos.",Otros,[]
Cable OTG para celulares Android,"Aumenta la conectividad y expansión de tu smartphone o tablet, ¡Dale mayor conectividad a tu Android* con este adaptador!",Otros,[]
Dispensador Wi-Fi de alimento para mascotas con cámara UHD 2K y grabador de voz,"Alimenta a tu mascota de una manera Smart, Alimenta a tu mascota de una manera Smart, con este dispensador automático. Es ideal tanto para perros de razas pequeñas y medianas como para gatos.",Otros,[]
"Audífonos manos libres con estuche metálico, para caballero","Escucha tu música favorita con estos audífonos ergonómicos los cuales poseen una lata de regalo, la cual puedes utilizar para guardarlos y evitar extraviarlos.",Otros,[]
Adaptador DisplayPort a HDMI,Trabaja con un proyector o monitor extra en tu computadora,Otros,[]
Tira LED multicolor RGB de 2 m con control remoto,"¡Iluminación multicolor para tus espacios!, Las tiras LED son un tipo de iluminación cada vez más utilizadas por las personas que buscan conseguir el máximo ahorro posible. Pueden consumir hasta un 80% menos energía que las bombillas o focos tradicionales, además de tener una duración claramente superior.",Otros,[]
"Cable multiconductor de 2 vías, 18 AWG",", Cable multiconductor con malla y mylar, de 2 vías, calibre 18 AWG, color gris, útil para equipos con circuitos de control, de transmisión de datos, de comunicación e instrumental medico, técnico o científico. Se vende por metro o en rollo de 305 m.",Otros,[]
Antena compacta UHF con base de imán y booster de 20 dB,"¡Gran poder de recepción en un tamaño ultra compacto!, ¡Gran poder de recepción en un tamaño ultracompacto!",Otros,[]
Mouse Pad ortopédico,Diseño ergonómico que ayuda a mantener tu muñeca cómoda y evitar molestias como la inflamación del túnel del carpo,Otros,[]
50 grapas para cable telefónico MO4T,"50 grapas chicas color blanco, para cable telefónico plano. De 6 mm de ancho, con clavo de 9/16 de pulgada (1,6 cm).",Otros,[]
"Cable multiconductor de 6 vías, 24 AWG",", Cable multiconductor con malla, mylar e hilo dren, de 6 vías, calibre 24 AWG, color gris, útil para equipos con circuitos de control, de transmisión de datos, de comunicación e instrumental medico, técnico o científico. Se vende por metro o en rollo de 305 m.",Otros,[]
"Cable UTP CAT6, color azul",", Realiza instalaciones de cableado estructurado para internet de manera profesional y de alta calidad con este cable UTP categoría 6. Su velocidad de transmisión, ancho de banda y materiales son ideales para empresas o lugares donde la infraestructura debe ser de alta tecnología y durabilidad.",Otros,[]
Porta-micrófono de presión,"Porta-micrófono de presión, fabricado en plástico de color negro.",Otros,[]
"Cable ultra delgado USB a lightning, de 1 m","Cable USB 2.0 de un metro de longitud en color blanco que tiene conector USB en un extremo y conector lightning en el otro, es compatible con iPhone* 5, iPhone* 6, iPad *4G, iPad *mini, iPod *touch 5G y iPod *nano 7G. Permite sincronizar y recargar la batería de tu equipo, desde tu computadora o sólo cargar la batería con un adaptador de corriente USB.",Otros,[]
"Canaleta de aluminio, de 1 m","Su forma, estructura y resistencia permiten colocarla en el piso done hay tránsito de personas",Otros,[]
"Modulador fijo con filtro SAW, para canal 6","Modulador fijo de Audio/Video para el canal 6, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
Pantalla inteligente con Alexa y cámara de 13 MPx (2da Gen) y control remoto Wi-Fi (ECHO SHOW 8 NE / SHOME-160),Con esta pantalla con Alexa y el control remoto Wi-Fi comienza a hacer tu casa inteligente. Controla diferentes aparatos con tu voz creando rutinas que harán tu vida más fácil.,Otros,[]
"Conector macho tipo ""F"" (campanita) para cable RG59","Conector macho (plug) tipo ""F"" (campanita) para cable coaxial RG59, con anillo suelto.",Otros,[]
Cable coaxial RG6 con alambre central de acero cobrizado,", Cable coaxial RG6 con alambre de acero cobrizado, 75 Ohms y 60% de malla de aluminio. Se vende por metro o en rollo de 500 m.",Otros,[]
"Cable RCA 2 plug a 2 plug de 7,2 m","Conecta a distancia y disfruta de una excelente transmisión de audio, Con este cable conecta tu pantalla directo a tu teatro en Casa (Home Theater) y asegura la correcta transmisión de audio, el cable mide 7,2 metros así que alcanzará perfecto para que la instalación sea muy sencilla.",Otros,[]
Cámara de seguridad Wi-Fi* Full HD robotizada con seguidor de movimiento,"¡Mueve la cámara desde tu celular y monitorea todo el lugar!, Con esta cámara Wi-Fi* de seguridad, monitorea cualquier lugar, a través de tu celular.",Otros,[]
"Cable HDMI 4K con filtros de ferrita y cable tipo cordón, de 90 cm","Transmite la máxima calidad de la señal HDMI a corta distancia., Este cable HDMI transmite contenido de audio y video digital en ultra alta definición 4K. Siempre tendrás la mejor calidad de imagen y sonido gracias a sus filtros de ferrita en cada uno de los conectores, ya que disminuye al máximo las interferencias.",Otros,[]
"Amplificador de 350 WPMPO Bluetooth* con batería recargable y luz LED, portátil","¡Lleva la fiesta a todos lados, con este amplificador portátil!",Otros,[]
"Bafle de 12"" 2,300 W PMPO profesional Bluetooth*","¡Pon el ambiente al máximo en tus reuniones con gran potencia y calidad de audio!, !Pon el ambiente al máximo en tus reuniones o eventos, con una gran potencia y calidad de audio!",Otros,[]
"Cable Elite RCA de audio y video, de 3,6 m","Cable de audio y video para Teatro en Casa (Home Theater), con tres conectores macho (plug) RCA* a tres conectores macho (plug) RCA, platinados en oro, que permiten máxima transferencia de señal y mínima distorsión, para disfrutar la música de sus películas como si estuviera en el cine. Su cable es de uso rudo con doble recubrimiento tipo ""Phyton*"" y mide 3,6 m.",Otros,[]
Micrófono cilíndrico de alta fidelidad,"Ideal para cantantes, instrumentos o conferencias, Micrófono profesional de alta fidelidad (Hi-Fi), dinámico (bobina móvil), unidireccional, de color negro. Recomendado para conferencistas, maestros, cantantes, instrumentos musicales.",Otros,[]
Cable USB C de 1 m,"Recarga y sincroniza tus dispositivos, Con este cable USB C a USB C, recarga y sincroniza tus dispositivos.",Otros,[]
Cable FTP CAT5e,"Malla de aluminio para protección ante interferencias, Con este cable blindado FTP Categoría 5 haz instalaciones profesionales de cableado estructurado para comunicación e Internet en redes de computadoras y periféricos.",Otros,[]
"Soporte para pantallas de 32"" a 83"", con doble brazo articulado, blanco","Con este soporte, instala tu pantalla en el lugar que quieras y optimiza tu espacio de entretenimiento. Gracias a que puede moverse en distintas posiciones, podrás acomodar la pantalla de la mejor manera para tener un excelente ángulo de visión.",Soporte TV,"El Soporte para Pantalla Steren con doble brazo articulado de 32"" a 83"" es una excelente opción para optimizar tu espacio de entretenimiento. Su base para TV ofrece una seguridad extra para mantener tu pantalla en su lugar. El brazo para TV se puede ajustar para obtener el mejor ángulo de visión y una instalación de Simplo, para que no tengas que preocuparte por los detalles. Con este soporte podrás acomodar tu pantalla de la manera que mejor se ajuste a tus necesidades. Es una excelente opción para aquellos que buscan una forma sencilla de optimizar su espacio de entretenimiento."
"Acoplador direccional tipo T, de 1 GHz, 6 dB","Acoplador direccional de 1 GHz, 6 dB, alto aislamiento de señal reflejada, tipo T, de 5 a 1 000 MHz, 75 Ohms, 90 dB mínimo, escudo de RFI, 2 vías, caja de aleación de Zinc cromada anticorrosión, sellada con resina epóxica, conectores tipo ""F"" roscados, maquinados a precisión.",Otros,[]
"Soporte para pantallas de 32"" a 70"" con doble brazo articulado","Para pantallas de 32 a 70 pulgadas, Con este soporte, instala tu pantalla en el lugar que quieras y optimiza tu espacio de entretenimiento.",Soporte TV,"El Soporte para Pantalla de Steren es una solución práctica para optimizar el espacio de entretenimiento. Está diseñado para soportar pantallas de 32 a 70 pulgadas con un doble brazo articulado. Esta base para TV es estable y segura, garantizando una instalación de Simplo. El soporte es resistente y cuenta con una construcción de acero para una mayor durabilidad. El brazo para TV es ajustable para que encuentres la mejor posición para tu pantalla. El soporte también cuenta con una plataforma para una instalación fácil y segura. El diseño del soporte le permite al usuario ajustar la pantalla de manera fácil y sin complicaciones. El Soporte para Pantalla de Steren es una solución perfecta para aprovechar al máximo el espacio de entretenimiento."
Bocina Bluetooth* mini SoundBar con acabado textil verde,"¡Haz que tu música se escuche a donde quiera que vayas!, Ponle más potencia a tu música con esta bocina tipo soundbar que además incorpora tecnología Bluetooth*, para que vincules tu celular o tablet y reproduzcas sin cables.",Otros,[]
Batería para RAD-610,", Esta batería recargable es el repuesto original para tu radio profesional de 2 vías RAD-610, es tipo cartucho, está fabricada y encapsulada en plástico ABS color negro resistente al impacto.",Otros,[]
"Soporte para pantallas de 17"" a 42"", ultradelgado y con brazo articulado","Dale a tu lugar de entretenimiento un toque de vanguardia y optimiza el espacio, ¡Optimiza los espacios en tu lugar de entretenimiento con este soporte!",Soporte TV,"El Soporte para Pantalla Steren de 17"" a 42"" es la solución perfecta para optimizar los espacios en tu lugar de entretenimiento. Su base para TV ultradelgada y brazo para TV articulado te permiten colocar la pantalla en la posición que desees. Su instalación es de Simplo, lo que significa que puedes montarla en la pared en cuestión de minutos. Esta sólida y duradera base para TV permite ahorrar espacio y darle a tu lugar de entretenimiento un toque de vanguardia. Además, su diseño moderno y elegante se ajusta a cualquier decoración. ¡Optimiza los espacios en tu lugar de entretenimiento con este soporte!"
Reloj checador de huella digital con Wi-Fi*,"Automatiza la creación de reportes de entradas y salidas de tu personal, Revoluciona tu negocio incorporando tecnología en la gestión de personal y dale mayor eficiencia al registro de entradas y salidas con este reloj checador.",Otros,[]
Cámara de seguridad Wi-Fi / Ethernet 3 Mpx robotizada con seguidor de movimiento para exterior,"Monitorea desde tu celular todo que sucede alrededor de tu casa o negocio, Con esta cámara de seguridad Wi-Fi exterior, monitorea cualquier lugar a través de tu celular. Conéctala por Wi-Fi o cable Ethernet a tu módem y configúrala con nuestra app Steren Home (disponible en App Store* y Google Play*), para controlar su movimiento y todas sus funciones.",Otros,[]
Mini bocina Bluetooth* con forma de vaca,"Gran calidad y potencia de audio en un tamaño compacto, ¡Reproduce música desde tu celular o laptop, sin conectar ningún cable, y con un estilo totalmente diferente!",Otros,[]
"Diplexor-mezclador para satélite, de 40 a 2050 MHz","Separa o combina la señal de antena aérea con la de satélite, desde o hacia una sola línea",Otros,[]
"Cable USB a USB tipo B de 7,2 m reforzado con conectores dorados","Perfecto para conexiones de larga distancia como en oficinas o negocios, ¡Conecta impresoras y scanners con entrada USB B!",Otros,[]
"Modulador fijo con filtro SAW, para canal A (14)","Modulador fijo de Audio/Video para el canal A (14), con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 870 MHz, impedancia de salida de 75 Ω y relación Audio/Video de -10 a -20 dB (ajustable).",Otros,[]
"Cable dúplex polarizado 22 AWG, transparente",", Cable de audio duplex polarizado, transparente, de calibre 22 AWG, útil para la conexión entre bocinas. Se vende por metro o en rollo de 1000 m.",Otros,[]
Micrófono USB profesional de condensador,"¡Audio profesional para tus grabaciones!, Audio profesional para tus grabaciones!",Otros,[]
"Cable HDMI 4K con filtros de ferrita y cable tipo cordón, de 3,6 m","Transmite la máxima calidad de la señal HDMI., Este cable HDMI transmite contenido de audio y video digital en ultra alta definición 4K. Siempre tendrás la mejor calidad de imagen y sonido gracias a sus filtros de ferrita en cada uno de los conectores, ya que disminuye al máximo las interferencias.",Otros,[]
Google* Nest mini color gris,¡Ten en tu hogar un pequeño y poderoso ayudante!,Otros,[]
Convertidor RCA a HDMI,"Utiliza dispositivos análogos (RCA) en tu Pantalla con HDMI, ¡Lleva la señal de tus dispositivos análogos con RCA a tu pantalla con HDMI!",Otros,[]
"Cable Ethernet UTP CAT 5e, de 5,1 m","Transmite voz y datos hasta a 1 000 Mbps, Este cable de red tiene 5,1 metros de longitud, por lo que podrás conectar a tu módem equipos como, computadoras de escritorio, laptops, Smart TV, Blu-ray o consolas de videojuegos a larga distancia y disfrutar de una señal de Internet más estable.",Otros,[]
Apagador Wi-Fi* touch sin neutro,"Iluminación inteligente para casa y oficina. NO necesitas cable neutro, Con este apagador Wi-Fi*, tendrás iluminación inteligente en tu casa u oficina. Se vincula a redes de 2,4 GHz, lo que asegura un mayor alcance inalámbrico para que lo instales en donde quieras.",Otros,[]
Cámara de seguridad CCTV simulada (dummy) tipo domo,"Cámara simulada (dummy) tipo domo, para circuito cerrado de televisión (CCTV). Su gabinete tiene una apariencia muy realista, lo que permite usarla fácilmente como una cámara de seguridad real y proteger de forma sencilla lugares clave de tu casa, oficina o negocio, sin necesidad de hacer instalaciones complicadas ni usar equipos de grabación.",Otros,[]
Antena UHF aérea de 7 elementos HD,"Disfruta la alta definición, instala está antena aérea y no te pierdas ningún programa en HD., Obtén todo el potencial de tu pantalla, con esta antena hdtv digital capta los canales HD y disfruta tus programas y eventos en alta definición.",Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""C""","Modulador fijo de Audio/Video para el canal C, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
Cople USB C,¡Obtén una mayor distancia entre dispositivos!,Otros,[]
Apagador Wi-Fi* touch doble,"Iluminación inteligente para casa y oficina. Controla el encendido y apagado desde la palma de tu mano en donde quiera que estés., ¡Convierte tu casa en una Smart Home!",Otros,[]
"Cable coaxial digital / RCA de 3,6 m","Para el audio del sistema de tu sala de entretenimiento, tenemos este cable que puedes utilizar con dispositivos con conector coaxial digital o RCA.",Otros,[]
"Trompeta redonda de 12"" con unidad de 40 W, de aluminio","Para voceo, sonorización y publidifusión",Otros,[]
Micrófono profesional inalámbrico UHF,"La solución profesional para conferencistas y oradores, Este micrófono inalámbrico brinda máximo alcance libre de interferencias y calidad de audio a nivel profesional. Es perfecto para expositores, oradores o artistas musicales.",Otros,[]
"Cable USB C a HDMI, de 2 m","Aprovecha al máximo el puerto USB C de tu laptop o smartphone, úsalo para enviar audio y video",Otros,[]
Interruptor Wi-Fi*,"Haz Smart tus aparatos eléctricos. Actívalos, desactívalos o crea horarios de encendido /pagado con tu celular, ¡Convierte tu casa en una Smart Home!",Otros,[]
"Adaptador con conector hembra RCA a macho tipo F, de rosca","Adaptador con conector hembra (jack) RCA a macho (plug) tipo ""F"", de rosca.",Otros,[]
"Cable elite USB tipo A 3.0 a micro USB tipo B 3.0 de 1,8 m",", Cable arnés de la línea Elite con conectores macho (plug) USB tipo ""A"" versión 3.0 a macho (plug) micro USB tipo ""B"" versión 3.0, de 1,8 m, ideal para la interconexión de equipos que requieren una alta capacidad para la transmisión de datos (como discos duros externos).",Otros,[]
Adaptador elite de plug RCA a 2 jacks RCA,Adaptador de conector macho (plug) RCA a dos conectores hembra (jack) RCA. Con acabado dorado de 24 K.,Otros,[]
"Modulador fijo con filtro SAW y controlador PLL, para canal ""RR""","Modulador fijo de Audio/Video para el canal RR, con filtro (SAW), 55 dB de ganancia, rango de frecuencia de 54 a 300 MHz, impedancia de salida de 75 Ohms y relación Audio/Video de -12 a -18 dB. Proporciona alta estabilidad, calidad de imagen y sonido. Ideal para sistemas de canales adyacentes.",Otros,[]
